"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USC00207312","SALINE 4 SW, MI US","2007-04-30",,"75","52",
"USC00207312","SALINE 4 SW, MI US","2007-05-01",,"73","46",
"USC00207312","SALINE 4 SW, MI US","2007-05-02",,"65","45",
"USC00207312","SALINE 4 SW, MI US","2007-05-03",,"66","41",
"USC00207312","SALINE 4 SW, MI US","2007-05-04",,"66","41",
"USC00207312","SALINE 4 SW, MI US","2007-05-05",,"69","44",
"USC00207312","SALINE 4 SW, MI US","2007-05-06",,"70","38",
"USC00207312","SALINE 4 SW, MI US","2007-05-07",,"63","34",
"USC00207312","SALINE 4 SW, MI US","2007-05-08",,"73","40",
"USC00207312","SALINE 4 SW, MI US","2007-05-09",,"85","55",
"USC00207312","SALINE 4 SW, MI US","2007-05-10",,"69","52",
"USC00207312","SALINE 4 SW, MI US","2007-05-11",,"77","55",
"USC00207312","SALINE 4 SW, MI US","2007-05-12",,"82","47",
"USC00207312","SALINE 4 SW, MI US","2007-05-13",,"68","32",
"USC00207312","SALINE 4 SW, MI US","2007-05-14",,"65","39",
"USC00207312","SALINE 4 SW, MI US","2007-05-15",,"72","45",
"USC00207312","SALINE 4 SW, MI US","2007-05-16",,"85","49",
"USC00207312","SALINE 4 SW, MI US","2007-05-17",,"59","39",
"USC00207312","SALINE 4 SW, MI US","2007-05-18",,"58","36",
"USC00207312","SALINE 4 SW, MI US","2007-05-19",,"68","41",
"USC00207312","SALINE 4 SW, MI US","2007-05-20",,"74","49",
"USC00207312","SALINE 4 SW, MI US","2007-05-21",,"69","42",
"USC00207312","SALINE 4 SW, MI US","2007-05-22",,"69","45",
"USC00207312","SALINE 4 SW, MI US","2007-05-23",,"84","51",
"USC00207312","SALINE 4 SW, MI US","2007-05-24",,"87","53",
"USC00207312","SALINE 4 SW, MI US","2007-05-25",,"87","58",
"USC00207312","SALINE 4 SW, MI US","2007-05-26",,"72","56",
"USC00207312","SALINE 4 SW, MI US","2007-05-27",,"70","49",
"USC00207312","SALINE 4 SW, MI US","2007-05-28",,"74","41",
"USC00207312","SALINE 4 SW, MI US","2007-05-29",,"80","52",
"USC00207312","SALINE 4 SW, MI US","2007-05-30",,"85","57",
"USC00207312","SALINE 4 SW, MI US","2007-05-31",,"90","63",
"USC00207312","SALINE 4 SW, MI US","2007-06-01",,"86","63",
"USC00207312","SALINE 4 SW, MI US","2007-06-02",,"87","58",
"USC00207312","SALINE 4 SW, MI US","2007-06-03",,"88","63",
"USC00207312","SALINE 4 SW, MI US","2007-06-04",,"77","61",
"USC00207312","SALINE 4 SW, MI US","2007-06-05",,"73","51",
"USC00207312","SALINE 4 SW, MI US","2007-06-06",,"63","42",
"USC00207312","SALINE 4 SW, MI US","2007-06-07",,"73","46",
"USC00207312","SALINE 4 SW, MI US","2007-06-08",,"90","75",
"USC00207312","SALINE 4 SW, MI US","2007-06-11",,"85","61",
"USC00207312","SALINE 4 SW, MI US","2007-06-12",,"84","51",
"USC00207312","SALINE 4 SW, MI US","2007-06-13",,"86","58",
"USC00207312","SALINE 4 SW, MI US","2007-06-14",,"90","60",
"USC00207312","SALINE 4 SW, MI US","2007-06-15",,"87","59",
"USC00207312","SALINE 4 SW, MI US","2007-06-16",,"85","52",
"USC00207312","SALINE 4 SW, MI US","2007-06-17",,"89","56",
"USC00207312","SALINE 4 SW, MI US","2007-06-18",,"88","64",
"USC00207312","SALINE 4 SW, MI US","2007-06-19",,"93","64",
"USC00207312","SALINE 4 SW, MI US","2007-06-20",,"82","50",
"USC00207312","SALINE 4 SW, MI US","2007-06-22",,"83","50",
"USC00207312","SALINE 4 SW, MI US","2007-06-23",,"78","49",
"USC00207312","SALINE 4 SW, MI US","2007-06-24",,"76","49",
"USC00207312","SALINE 4 SW, MI US","2007-06-25",,"80","51",
"USC00207312","SALINE 4 SW, MI US","2007-06-26",,"89","56",
"USC00207312","SALINE 4 SW, MI US","2007-06-27",,"91","68",
"USC00207312","SALINE 4 SW, MI US","2007-06-28",,"90","64",
"USC00207312","SALINE 4 SW, MI US","2007-06-29",,"76","51",
"USC00207312","SALINE 4 SW, MI US","2007-06-30",,"77","50",
"USC00207312","SALINE 4 SW, MI US","2007-07-01",,"81","50",
"USC00207312","SALINE 4 SW, MI US","2007-07-02",,"75","45",
"USC00207312","SALINE 4 SW, MI US","2007-07-03",,"75","53",
"USC00207312","SALINE 4 SW, MI US","2007-07-05",,"83","57",
"USC00207312","SALINE 4 SW, MI US","2007-07-06",,"86","56",
"USC00207312","SALINE 4 SW, MI US","2007-07-09",,"95","69",
"USC00207312","SALINE 4 SW, MI US","2007-07-10",,"95","64",
"USC00207312","SALINE 4 SW, MI US","2007-07-11",,"93","67",
"USC00207312","SALINE 4 SW, MI US","2007-07-12",,"79","55",
"USC00207312","SALINE 4 SW, MI US","2007-07-13",,"81","39",
"USC00207312","SALINE 4 SW, MI US","2007-07-14",,"79","43",
"USC00207312","SALINE 4 SW, MI US","2007-07-15",,"79","50",
"USC00207312","SALINE 4 SW, MI US","2007-07-16",,"82","50",
"USC00207312","SALINE 4 SW, MI US","2007-07-17",,"84","56",
"USC00207312","SALINE 4 SW, MI US","2007-07-18",,"78","60",
"USC00207312","SALINE 4 SW, MI US","2007-07-19",,"88","69",
"USC00207312","SALINE 4 SW, MI US","2007-07-20",,"82","53",
"USC00207312","SALINE 4 SW, MI US","2007-07-21",,"77","48",
"USC00207312","SALINE 4 SW, MI US","2007-07-22",,"80","49",
"USC00207312","SALINE 4 SW, MI US","2007-07-23",,"81","51",
"USC00207312","SALINE 4 SW, MI US","2007-07-24",,"85","60",
"USC00207312","SALINE 4 SW, MI US","2007-07-25",,"84","59",
"USC00207312","SALINE 4 SW, MI US","2007-07-26",,"70","56",
"USC00207312","SALINE 4 SW, MI US","2007-07-27",,"77","62",
"USC00207312","SALINE 4 SW, MI US","2007-07-28",,"86","63",
"USC00207312","SALINE 4 SW, MI US","2007-07-29",,"83","59",
"USC00207312","SALINE 4 SW, MI US","2007-07-30",,"86","59",
"USC00207312","SALINE 4 SW, MI US","2007-07-31",,"88","63",
"USC00207312","SALINE 4 SW, MI US","2007-08-01",,"93","63",
"USC00207312","SALINE 4 SW, MI US","2007-08-02",,"95","68",
"USC00207312","SALINE 4 SW, MI US","2007-08-03",,"92","67",
"USC00207312","SALINE 4 SW, MI US","2007-08-04",,"92","59",
"USC00207312","SALINE 4 SW, MI US","2007-08-05",,"85","63",
"USC00207312","SALINE 4 SW, MI US","2007-08-06",,"74","63",
"USC00207312","SALINE 4 SW, MI US","2007-08-07",,"88","70",
"USC00207312","SALINE 4 SW, MI US","2007-08-08",,"88","69",
"USC00207312","SALINE 4 SW, MI US","2007-08-09",,"90","65",
"USC00207312","SALINE 4 SW, MI US","2007-08-10",,"83","42",
"USC00207312","SALINE 4 SW, MI US","2007-08-11",,"85","56",
"USC00207312","SALINE 4 SW, MI US","2007-08-12",,"85","63",
"USC00207312","SALINE 4 SW, MI US","2007-08-13",,"88","55",
"USC00207312","SALINE 4 SW, MI US","2007-08-14",,"82","54",
"USC00207312","SALINE 4 SW, MI US","2007-08-15",,"80","48",
"USC00207312","SALINE 4 SW, MI US","2007-08-16",,"79","65",
"USC00207312","SALINE 4 SW, MI US","2007-08-17",,"85","55",
"USC00207312","SALINE 4 SW, MI US","2007-08-18",,"80","46",
"USC00207312","SALINE 4 SW, MI US","2007-08-19",,"71","53",
"USC00207312","SALINE 4 SW, MI US","2007-08-20",,"64","54",
"USC00207312","SALINE 4 SW, MI US","2007-08-21",,"63","56",
"USC00207312","SALINE 4 SW, MI US","2007-08-22",,"73","56",
"USC00207312","SALINE 4 SW, MI US","2007-08-23",,"87","64",
"USC00207312","SALINE 4 SW, MI US","2007-08-24",,"87","65",
"USC00207312","SALINE 4 SW, MI US","2007-08-25",,"87","67",
"USC00207312","SALINE 4 SW, MI US","2007-08-26",,"76","56",
"USC00207312","SALINE 4 SW, MI US","2007-08-27",,"78","52",
"USC00207312","SALINE 4 SW, MI US","2007-08-28",,"81","57",
"USC00207312","SALINE 4 SW, MI US","2007-08-29",,"86","62",
"USC00207312","SALINE 4 SW, MI US","2007-08-30",,"91","65",
"USC00207312","SALINE 4 SW, MI US","2007-08-31",,"78","49",
"USC00207312","SALINE 4 SW, MI US","2007-09-01",,"78","43",
"USC00207312","SALINE 4 SW, MI US","2007-09-02",,"81","44",
"USC00207312","SALINE 4 SW, MI US","2007-09-03",,"80","50",
"USC00207312","SALINE 4 SW, MI US","2007-09-04",,"88","58",
"USC00207312","SALINE 4 SW, MI US","2007-09-05",,"85","58",
"USC00207312","SALINE 4 SW, MI US","2007-09-06",,"90","66",
"USC00207312","SALINE 4 SW, MI US","2007-09-07",,"85","64",
"USC00207312","SALINE 4 SW, MI US","2007-09-08",,"80","60",
"USC00207312","SALINE 4 SW, MI US","2007-09-09",,"80","60",
"USC00207312","SALINE 4 SW, MI US","2007-09-10",,"81","60",
"USC00207312","SALINE 4 SW, MI US","2007-09-11",,"75","53",
"USC00207312","SALINE 4 SW, MI US","2007-09-12",,"69","43",
"USC00207312","SALINE 4 SW, MI US","2007-09-13",,"63","42",
"USC00207312","SALINE 4 SW, MI US","2007-09-14",,"74","44",
"USC00207312","SALINE 4 SW, MI US","2007-09-15",,"67","39",
"USC00207312","SALINE 4 SW, MI US","2007-09-16",,"61","35",
"USC00207312","SALINE 4 SW, MI US","2007-09-17",,"66","39",
"USC00207312","SALINE 4 SW, MI US","2007-09-18",,"73","41",
"USC00207312","SALINE 4 SW, MI US","2007-09-19",,"82","51",
"USC00207312","SALINE 4 SW, MI US","2007-09-20",,"86","55",
"USC00207312","SALINE 4 SW, MI US","2007-09-21",,"81","59",
"USC00207312","SALINE 4 SW, MI US","2007-09-22",,"85","61",
"USC00207312","SALINE 4 SW, MI US","2007-09-23",,"78","45",
"USC00207312","SALINE 4 SW, MI US","2007-09-24",,"79","51",
"USC00207312","SALINE 4 SW, MI US","2007-09-25",,"89","62",
"USC00207312","SALINE 4 SW, MI US","2007-09-26",,"84","64",
"USC00207312","SALINE 4 SW, MI US","2007-09-27",,"65","51",
"USC00207312","SALINE 4 SW, MI US","2007-09-28",,"75","48",
"USC00207312","SALINE 4 SW, MI US","2007-09-29",,"73","44",
"USC00207312","SALINE 4 SW, MI US","2007-09-30",,"76","47",
"USC00207312","SALINE 4 SW, MI US","2007-10-01",,"80","54",
"USC00207312","SALINE 4 SW, MI US","2007-10-02",,"65","55",
"USC00207312","SALINE 4 SW, MI US","2007-10-03",,"72","60",
"USC00207312","SALINE 4 SW, MI US","2007-10-04",,"77","47",
"USC00207312","SALINE 4 SW, MI US","2007-10-05",,"81","55",
"USC00207312","SALINE 4 SW, MI US","2007-10-06",,"87","64",
"USC00207312","SALINE 4 SW, MI US","2007-10-07",,"87","64",
"USC00207312","SALINE 4 SW, MI US","2007-10-08",,"90","64",
"USC00207312","SALINE 4 SW, MI US","2007-10-09",,"87","60",
"USC00207312","SALINE 4 SW, MI US","2007-10-11",,"56","44",
"USC00207312","SALINE 4 SW, MI US","2007-10-12",,"57","43",
"USC00207312","SALINE 4 SW, MI US","2007-10-13",,"52","40",
"USC00207312","SALINE 4 SW, MI US","2007-10-14",,"58","36",
"USC00207312","SALINE 4 SW, MI US","2007-10-15",,"55","40",
"USC00207312","SALINE 4 SW, MI US","2007-10-16",,"73","50",
"USC00207312","SALINE 4 SW, MI US","2007-10-17",,"64","55",
"USC00207312","SALINE 4 SW, MI US","2007-10-18",,"72","57",
"USC00207312","SALINE 4 SW, MI US","2007-10-19",,"75","60",
"USC00207312","SALINE 4 SW, MI US","2007-10-20",,"63","49",
"USC00207312","SALINE 4 SW, MI US","2007-10-21",,"67","46",
"USC00207312","SALINE 4 SW, MI US","2007-10-22",,"78","47",
"USC00207312","SALINE 4 SW, MI US","2007-10-23",,"73","45",
"USC00207312","SALINE 4 SW, MI US","2007-10-24",,"50","45",
"USC00207312","SALINE 4 SW, MI US","2007-10-25",,"51","45",
"USC00207312","SALINE 4 SW, MI US","2007-10-26",,"60","48",
"USC00207312","SALINE 4 SW, MI US","2007-10-27",,"59","50",
"USC00207312","SALINE 4 SW, MI US","2007-10-28",,"57","32",
"USC00207312","SALINE 4 SW, MI US","2007-10-29",,"57","30",
"USC00207312","SALINE 4 SW, MI US","2007-10-30",,"58","33",
"USC00207312","SALINE 4 SW, MI US","2007-10-31",,"62","38",
"USC00207312","SALINE 4 SW, MI US","2007-11-01",,"63","33",
"USC00207312","SALINE 4 SW, MI US","2007-11-02",,"58","28",
"USC00207312","SALINE 4 SW, MI US","2007-11-03",,"57","32",
"USC00207312","SALINE 4 SW, MI US","2007-11-04",,"58","29",
"USC00207312","SALINE 4 SW, MI US","2007-11-05",,"53","35",
"USC00207312","SALINE 4 SW, MI US","2007-11-06",,"54","34",
"USC00207312","SALINE 4 SW, MI US","2007-11-07",,"50","35",
"USC00207312","SALINE 4 SW, MI US","2007-11-09",,"48","34",
"USC00207312","SALINE 4 SW, MI US","2007-11-10",,"53","37",
"USC00207312","SALINE 4 SW, MI US","2007-11-11",,"49","35",
"USC00207312","SALINE 4 SW, MI US","2007-11-12",,"53","38",
"USC00207312","SALINE 4 SW, MI US","2007-11-13",,"60","36",
"USC00207312","SALINE 4 SW, MI US","2007-11-14",,"59","38",
"USC00207312","SALINE 4 SW, MI US","2007-11-15",,"60","37",
"USC00207312","SALINE 4 SW, MI US","2007-11-16",,"44","32",
"USC00207312","SALINE 4 SW, MI US","2007-11-17",,"40","31",
"USC00207312","SALINE 4 SW, MI US","2007-11-18",,"39","33",
"USC00207312","SALINE 4 SW, MI US","2007-11-19",,"40","29",
"USC00207312","SALINE 4 SW, MI US","2007-11-20",,"59","33",
"USC00207312","SALINE 4 SW, MI US","2007-11-21",,"59","50",
"USC00207312","SALINE 4 SW, MI US","2007-11-22",,"50","31",
"USC00207312","SALINE 4 SW, MI US","2007-11-23",,"34","19",
"USC00207312","SALINE 4 SW, MI US","2007-11-24",,"37","21",
"USC00207312","SALINE 4 SW, MI US","2007-11-25",,"36","21",
"USC00207312","SALINE 4 SW, MI US","2007-11-26",,"39","24",
"USC00207312","SALINE 4 SW, MI US","2007-11-27",,"38","30",
"USC00207312","SALINE 4 SW, MI US","2007-11-28",,"40","14",
"USC00207312","SALINE 4 SW, MI US","2007-11-29",,"43","21",
"USC00207312","SALINE 4 SW, MI US","2007-11-30",,"34","24",
"USC00207312","SALINE 4 SW, MI US","2007-12-01",,"40","12",
"USC00207312","SALINE 4 SW, MI US","2007-12-02",,"32","20",
"USC00207312","SALINE 4 SW, MI US","2007-12-03",,"50","30",
"USC00207312","SALINE 4 SW, MI US","2007-12-04",,"33","22",
"USC00207312","SALINE 4 SW, MI US","2007-12-05",,"29","20",
"USC00207312","SALINE 4 SW, MI US","2007-12-06",,"23","6",
"USC00207312","SALINE 4 SW, MI US","2007-12-07",,"29","10",
"USC00207312","SALINE 4 SW, MI US","2007-12-08",,"32","23",
"USC00207312","SALINE 4 SW, MI US","2007-12-09",,"32","25",
"USC00207312","SALINE 4 SW, MI US","2007-12-10",,"29","26",
"USC00207312","SALINE 4 SW, MI US","2007-12-11",,"32","25",
"USC00207312","SALINE 4 SW, MI US","2007-12-12",,"34","28",
"USC00207312","SALINE 4 SW, MI US","2007-12-13",,"38","25",
"USC00207312","SALINE 4 SW, MI US","2007-12-14",,"35","30",
"USC00207312","SALINE 4 SW, MI US","2007-12-15",,"35","23",
"USC00207312","SALINE 4 SW, MI US","2007-12-16",,"28","21",
"USC00207312","SALINE 4 SW, MI US","2007-12-17",,"27","15",
"USC00207312","SALINE 4 SW, MI US","2007-12-18",,"27","10",
"USC00207312","SALINE 4 SW, MI US","2007-12-19",,"36","20",
"USC00207312","SALINE 4 SW, MI US","2007-12-20",,"39","16",
"USC00207312","SALINE 4 SW, MI US","2007-12-21",,"39","19",
"USC00207312","SALINE 4 SW, MI US","2007-12-23",,"50","35",
"USC00207312","SALINE 4 SW, MI US","2007-12-24",,"28","20",
"USC00207312","SALINE 4 SW, MI US","2007-12-25",,"27","22",
"USC00207312","SALINE 4 SW, MI US","2007-12-26",,"30","16",
"USC00207312","SALINE 4 SW, MI US","2007-12-27",,"41","18",
"USC00207312","SALINE 4 SW, MI US","2007-12-28",,"37","23",
"USC00207312","SALINE 4 SW, MI US","2007-12-29",,"38","27",
"USC00207312","SALINE 4 SW, MI US","2007-12-31",,"30","25",
"USC00207312","SALINE 4 SW, MI US","2008-01-02",,"32","23",
"USC00207312","SALINE 4 SW, MI US","2008-01-03",,"26","0",
"USC00207312","SALINE 4 SW, MI US","2008-01-04",,"20","0",
"USC00207312","SALINE 4 SW, MI US","2008-01-06",,"43","33",
"USC00207312","SALINE 4 SW, MI US","2008-01-07",,"57","41",
"USC00207312","SALINE 4 SW, MI US","2008-01-08",,"67","50",
"USC00207312","SALINE 4 SW, MI US","2008-01-09",,"60","37",
"USC00207312","SALINE 4 SW, MI US","2008-01-10",,"45","30",
"USC00207312","SALINE 4 SW, MI US","2008-01-11",,"41","30",
"USC00207312","SALINE 4 SW, MI US","2008-01-14",,"42","28",
"USC00207312","SALINE 4 SW, MI US","2008-01-16",,"31","16",
"USC00207312","SALINE 4 SW, MI US","2008-01-17",,"34","30",
"USC00207312","SALINE 4 SW, MI US","2008-01-18",,"36","15",
"USC00207312","SALINE 4 SW, MI US","2008-01-19",,"29","15",
"USC00207312","SALINE 4 SW, MI US","2008-01-20",,"19","0",
"USC00207312","SALINE 4 SW, MI US","2008-01-21",,"15","4",
"USC00207312","SALINE 4 SW, MI US","2008-01-22",,"29","9",
"USC00207312","SALINE 4 SW, MI US","2008-01-23",,"33","6",
"USC00207312","SALINE 4 SW, MI US","2008-01-24",,"19","8",
"USC00207312","SALINE 4 SW, MI US","2008-01-25",,"14","-1",
"USC00207312","SALINE 4 SW, MI US","2008-01-26",,"19","4",
"USC00207312","SALINE 4 SW, MI US","2008-01-27",,"27","19",
"USC00207312","SALINE 4 SW, MI US","2008-01-28",,"31","9",
"USC00207312","SALINE 4 SW, MI US","2008-01-29",,"43","15",
"USC00207312","SALINE 4 SW, MI US","2008-01-30",,"50","5",
"USC00207312","SALINE 4 SW, MI US","2008-01-31",,"29","5",
"USC00207312","SALINE 4 SW, MI US","2008-02-01",,"28","10",
"USC00207312","SALINE 4 SW, MI US","2008-02-02",,"33","26",
"USC00207312","SALINE 4 SW, MI US","2008-02-03",,"30","26",
"USC00207312","SALINE 4 SW, MI US","2008-02-04",,"35","29",
"USC00207312","SALINE 4 SW, MI US","2008-02-05",,"48","31",
"USC00207312","SALINE 4 SW, MI US","2008-02-06",,"43","31",
"USC00207312","SALINE 4 SW, MI US","2008-02-07",,"33","28",
"USC00207312","SALINE 4 SW, MI US","2008-02-08",,"29","23",
"USC00207312","SALINE 4 SW, MI US","2008-02-09",,"33","27",
"USC00207312","SALINE 4 SW, MI US","2008-02-10",,"37","10",
"USC00207312","SALINE 4 SW, MI US","2008-02-11",,"15","-3",
"USC00207312","SALINE 4 SW, MI US","2008-02-12",,"17","3",
"USC00207312","SALINE 4 SW, MI US","2008-02-13",,"19","9",
"USC00207312","SALINE 4 SW, MI US","2008-02-14",,"28","4",
"USC00207312","SALINE 4 SW, MI US","2008-02-15",,"32","8",
"USC00207312","SALINE 4 SW, MI US","2008-02-16",,"31","8",
"USC00207312","SALINE 4 SW, MI US","2008-02-17",,"33","14",
"USC00207312","SALINE 4 SW, MI US","2008-02-18",,"48","31",
"USC00207312","SALINE 4 SW, MI US","2008-02-19",,"33","9",
"USC00207312","SALINE 4 SW, MI US","2008-02-20",,"23","9",
"USC00207312","SALINE 4 SW, MI US","2008-02-21",,"23","5",
"USC00207312","SALINE 4 SW, MI US","2008-02-22",,"23","11",
"USC00207312","SALINE 4 SW, MI US","2008-02-23",,"33","13",
"USC00207312","SALINE 4 SW, MI US","2008-02-24",,"36","16",
"USC00207312","SALINE 4 SW, MI US","2008-02-25",,"40","12",
"USC00207312","SALINE 4 SW, MI US","2008-02-26",,"33","29",
"USC00207312","SALINE 4 SW, MI US","2008-02-27",,"35","6",
"USC00207312","SALINE 4 SW, MI US","2008-02-28",,"23","9",
"USC00207312","SALINE 4 SW, MI US","2008-02-29",,"26","11",
"USC00207312","SALINE 4 SW, MI US","2008-03-01",,"36","23",
"USC00207312","SALINE 4 SW, MI US","2008-03-02",,"37","20",
"USC00207312","SALINE 4 SW, MI US","2008-03-03",,"42","30",
"USC00207312","SALINE 4 SW, MI US","2008-03-06",,"38","25",
"USC00207312","SALINE 4 SW, MI US","2008-03-07",,"40","21",
"USC00207312","SALINE 4 SW, MI US","2008-03-08",,"30","15",
"USC00207312","SALINE 4 SW, MI US","2008-03-09",,"28","7",
"USC00207312","SALINE 4 SW, MI US","2008-03-10",,"33","14",
"USC00207312","SALINE 4 SW, MI US","2008-03-11",,"41","15",
"USC00207312","SALINE 4 SW, MI US","2008-03-12",,"37","18",
"USC00207312","SALINE 4 SW, MI US","2008-03-15",,"57","27",
"USC00207312","SALINE 4 SW, MI US","2008-03-16",,"42","27",
"USC00207312","SALINE 4 SW, MI US","2008-03-17",,"39","22",
"USC00207312","SALINE 4 SW, MI US","2008-03-18",,"40","25",
"USC00207312","SALINE 4 SW, MI US","2008-03-19",,"42","30",
"USC00207312","SALINE 4 SW, MI US","2008-03-20",,"40","27",
"USC00207312","SALINE 4 SW, MI US","2008-03-21",,"45","25",
"USC00207312","SALINE 4 SW, MI US","2008-03-22",,"30","24",
"USC00207312","SALINE 4 SW, MI US","2008-03-23",,"40","16",
"USC00207312","SALINE 4 SW, MI US","2008-03-24",,"40","20",
"USC00207312","SALINE 4 SW, MI US","2008-03-25",,"36","22",
"USC00207312","SALINE 4 SW, MI US","2008-03-27",,"49","30",
"USC00207312","SALINE 4 SW, MI US","2008-03-28",,"41","26",
"USC00207312","SALINE 4 SW, MI US","2008-03-29",,"39","22",
"USC00207312","SALINE 4 SW, MI US","2008-03-30",,"41","27",
"USC00207312","SALINE 4 SW, MI US","2008-03-31",,"46","32",
"USC00207312","SALINE 4 SW, MI US","2008-04-01",,"59","46",
"USC00207312","SALINE 4 SW, MI US","2008-04-02",,"48","24",
"USC00207312","SALINE 4 SW, MI US","2008-04-03",,"47","23",
"USC00207312","SALINE 4 SW, MI US","2008-04-04",,"57","30",
"USC00207312","SALINE 4 SW, MI US","2008-04-05",,"44","28",
"USC00207312","SALINE 4 SW, MI US","2008-04-06",,"62","32",
"USC00207312","SALINE 4 SW, MI US","2008-04-07",,"62","38",
"USC00207312","SALINE 4 SW, MI US","2008-04-08",,"71","37",
"USC00207312","SALINE 4 SW, MI US","2008-04-09",,"64","43",
"USC00207312","SALINE 4 SW, MI US","2008-04-10",,"53","33",
"USC00207312","SALINE 4 SW, MI US","2008-04-11",,"47","38",
"USC00207312","SALINE 4 SW, MI US","2008-04-12",,"73","40",
"USC00207312","SALINE 4 SW, MI US","2008-04-13",,"71","33",
"USC00207312","SALINE 4 SW, MI US","2008-04-14",,"41","29",
"USC00207312","SALINE 4 SW, MI US","2008-04-15",,"53","27",
"USC00207312","SALINE 4 SW, MI US","2008-04-16",,"65","32",
"USC00207312","SALINE 4 SW, MI US","2008-04-17",,"68","42",
"USC00207312","SALINE 4 SW, MI US","2008-04-18",,"78","42",
"USC00207312","SALINE 4 SW, MI US","2008-04-19",,"77","42",
"USC00207312","SALINE 4 SW, MI US","2008-04-20",,"72","48",
"USC00207312","SALINE 4 SW, MI US","2008-04-21",,"68","42",
"USC00207312","SALINE 4 SW, MI US","2008-04-22",,"72","50",
"USC00207312","SALINE 4 SW, MI US","2008-04-24",,"77","45",
"USC00207312","SALINE 4 SW, MI US","2008-04-25",,"70","50",
"USC00207312","SALINE 4 SW, MI US","2008-04-26",,"79","49",
"USC00207312","SALINE 4 SW, MI US","2008-04-27",,"63","36",
"USC00207312","SALINE 4 SW, MI US","2008-04-28",,"63","43",
"USC00207312","SALINE 4 SW, MI US","2008-04-29",,"58","31",
"USC00207312","SALINE 4 SW, MI US","2008-04-30",,"51","27",
"USC00207312","SALINE 4 SW, MI US","2008-05-01",,"56","35",
"USC00207312","SALINE 4 SW, MI US","2008-05-02",,"69","44",
"USC00207312","SALINE 4 SW, MI US","2008-05-03",,"70","58",
"USC00207312","SALINE 4 SW, MI US","2008-05-04",,"70","36",
"USC00207312","SALINE 4 SW, MI US","2008-05-05",,"65","41",
"USC00207312","SALINE 4 SW, MI US","2008-05-06",,"75","41",
"USC00207312","SALINE 4 SW, MI US","2008-05-07",,"76","49",
"USC00207312","SALINE 4 SW, MI US","2008-05-08",,"71","42",
"USC00207312","SALINE 4 SW, MI US","2008-05-09",,"57","43",
"USC00207312","SALINE 4 SW, MI US","2008-05-10",,"67","40",
"USC00207312","SALINE 4 SW, MI US","2008-05-11",,"68","47",
"USC00207312","SALINE 4 SW, MI US","2008-05-12",,"55","45",
"USC00207312","SALINE 4 SW, MI US","2008-05-13",,"58","38",
"USC00207312","SALINE 4 SW, MI US","2008-05-14",,"68","47",
"USC00207312","SALINE 4 SW, MI US","2008-05-15",,"62","38",
"USC00207312","SALINE 4 SW, MI US","2008-05-16",,"61","44",
"USC00207312","SALINE 4 SW, MI US","2008-05-17",,"70","48",
"USC00207312","SALINE 4 SW, MI US","2008-05-18",,"71","38",
"USC00207312","SALINE 4 SW, MI US","2008-05-19",,"60","35",
"USC00207312","SALINE 4 SW, MI US","2008-05-20",,"62","41",
"USC00207312","SALINE 4 SW, MI US","2008-05-22",,"61","42",
"USC00207312","SALINE 4 SW, MI US","2008-05-23",,"62","28",
"USC00207312","SALINE 4 SW, MI US","2008-05-24",,"62","42",
"USC00207312","SALINE 4 SW, MI US","2008-05-25",,"71","42",
"USC00207312","SALINE 4 SW, MI US","2008-05-26",,"75","47",
"USC00207312","SALINE 4 SW, MI US","2008-05-27",,"82","49",
"USC00207312","SALINE 4 SW, MI US","2008-05-28",,"62","31",
"USC00207312","SALINE 4 SW, MI US","2008-05-29",,"67","37",
"USC00207312","SALINE 4 SW, MI US","2008-05-30",,"76","44",
"USC00207312","SALINE 4 SW, MI US","2008-05-31",,"81","56",
"USC00207312","SALINE 4 SW, MI US","2008-06-01",,"78","51",
"USC00207312","SALINE 4 SW, MI US","2008-06-02",,"74","48",
"USC00207312","SALINE 4 SW, MI US","2008-06-03",,"83","59",
"USC00207312","SALINE 4 SW, MI US","2008-06-04",,"71","60",
"USC00207312","SALINE 4 SW, MI US","2008-06-05",,"74","60",
"USC00207312","SALINE 4 SW, MI US","2008-06-06",,"88","69",
"USC00207312","SALINE 4 SW, MI US","2008-06-07",,"93","63",
"USC00207312","SALINE 4 SW, MI US","2008-06-08",,"83","65",
"USC00207312","SALINE 4 SW, MI US","2008-06-09",,"91","68",
"USC00207312","SALINE 4 SW, MI US","2008-06-10",,"89","60",
"USC00207312","SALINE 4 SW, MI US","2008-06-11",,"78","55",
"USC00207312","SALINE 4 SW, MI US","2008-06-12",,"87","63",
"USC00207312","SALINE 4 SW, MI US","2008-06-13",,"85","63",
"USC00207312","SALINE 4 SW, MI US","2008-06-14",,"83","64",
"USC00207312","SALINE 4 SW, MI US","2008-06-15",,"83","58",
"USC00207312","SALINE 4 SW, MI US","2008-06-16",,"83","60",
"USC00207312","SALINE 4 SW, MI US","2008-06-17",,"76","46",
"USC00207312","SALINE 4 SW, MI US","2008-06-18",,"70","53",
"USC00207312","SALINE 4 SW, MI US","2008-06-19",,"64","47",
"USC00207312","SALINE 4 SW, MI US","2008-06-20",,"74","49",
"USC00207312","SALINE 4 SW, MI US","2008-06-21",,"82","59",
"USC00207312","SALINE 4 SW, MI US","2008-06-22",,"83","53",
