"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USC00201502","CHELSEA, MI US","2009-08-24",,"71","50","65"
"USC00201502","CHELSEA, MI US","2009-08-25",,"77","50","67"
"USC00201502","CHELSEA, MI US","2009-08-26",,"82","65","66"
"USC00201502","CHELSEA, MI US","2009-08-27",,"67","56","58"
"USC00201502","CHELSEA, MI US","2009-08-28",,"70","58","59"
"USC00201502","CHELSEA, MI US","2009-08-29",,"65","57","60"
"USC00201502","CHELSEA, MI US","2009-08-30",,"69","50","55"
"USC00201502","CHELSEA, MI US","2009-08-31",,"67","43","54"
"USC00201502","CHELSEA, MI US","2009-09-01",,"70","42","58"
"USC00201502","CHELSEA, MI US","2009-09-02",,"74","44","60"
"USC00201502","CHELSEA, MI US","2009-09-03",,"76","46","62"
"USC00201502","CHELSEA, MI US","2009-09-04",,"78","49","65"
"USC00201502","CHELSEA, MI US","2009-09-05",,"78","49","65"
"USC00201502","CHELSEA, MI US","2009-09-06",,"79","48","61"
"USC00201502","CHELSEA, MI US","2009-09-07",,"79","61","64"
"USC00201502","CHELSEA, MI US","2009-09-08",,"73","63","64"
"USC00201502","CHELSEA, MI US","2009-09-09",,"72","61","66"
"USC00201502","CHELSEA, MI US","2009-09-10",,"80","57","65"
"USC00201502","CHELSEA, MI US","2009-09-11",,"79","54","60"
"USC00201502","CHELSEA, MI US","2009-09-12",,"77","51","60"
"USC00201502","CHELSEA, MI US","2009-09-13",,"76","47","64"
"USC00201502","CHELSEA, MI US","2009-09-14",,"80","58","66"
"USC00201502","CHELSEA, MI US","2009-09-15",,"82","59","65"
"USC00201502","CHELSEA, MI US","2009-09-16",,"79","52","56"
"USC00201502","CHELSEA, MI US","2009-09-17",,"68","42","57"
"USC00201502","CHELSEA, MI US","2009-09-18",,"74","42","53"
"USC00201502","CHELSEA, MI US","2009-09-19",,"74","40","54"
"USC00201502","CHELSEA, MI US","2009-09-20",,"71","41","53"
"USC00201502","CHELSEA, MI US","2009-09-21",,"75","53","68"
"USC00201502","CHELSEA, MI US","2009-09-22",,"77","53","69"
"USC00201502","CHELSEA, MI US","2009-09-23",,"81","67","68"
"USC00201502","CHELSEA, MI US","2009-09-24",,"74","59","61"
"USC00201502","CHELSEA, MI US","2009-09-25",,"74","51","58"
"USC00201502","CHELSEA, MI US","2009-09-26",,"73","57","59"
"USC00201502","CHELSEA, MI US","2009-09-27",,"69","53","58"
"USC00201502","CHELSEA, MI US","2009-09-28",,"71","52","52"
"USC00201502","CHELSEA, MI US","2009-09-29",,"56","47","51"
"USC00201502","CHELSEA, MI US","2009-09-30",,"60","44","44"
"USC00201502","CHELSEA, MI US","2009-10-01",,"56","30","41"
"USC00201502","CHELSEA, MI US","2009-10-02",,"61","41","49"
"USC00201502","CHELSEA, MI US","2009-10-03",,"58","48","49"
"USC00201502","CHELSEA, MI US","2009-10-04",,"58","48","50"
"USC00201502","CHELSEA, MI US","2009-10-05",,"58","43","48"
"USC00201502","CHELSEA, MI US","2009-10-06",,"58","38","48"
"USC00201502","CHELSEA, MI US","2009-10-07",,"59","47","49"
"USC00201502","CHELSEA, MI US","2009-10-08",,"57","34","41"
"USC00201502","CHELSEA, MI US","2009-10-09",,"57","40","49"
"USC00201502","CHELSEA, MI US","2009-10-10",,"51","39","41"
"USC00201502","CHELSEA, MI US","2009-10-11",,"54","29","37"
"USC00201502","CHELSEA, MI US","2009-10-12",,"47","32","40"
"USC00201502","CHELSEA, MI US","2009-10-13",,"49","40","40"
"USC00201502","CHELSEA, MI US","2009-10-14",,"49","30","39"
"USC00201502","CHELSEA, MI US","2009-10-15",,"44","37","38"
"USC00201502","CHELSEA, MI US","2009-10-16",,"45","33","36"
"USC00201502","CHELSEA, MI US","2009-10-17",,"45","30","34"
"USC00201502","CHELSEA, MI US","2009-10-18",,"46","26","34"
"USC00201502","CHELSEA, MI US","2009-10-19",,"51","29","40"
"USC00201502","CHELSEA, MI US","2009-10-20",,"61","40","47"
"USC00201502","CHELSEA, MI US","2009-10-21",,"65","48","53"
"USC00201502","CHELSEA, MI US","2009-10-22",,"69","52","57"
"USC00201502","CHELSEA, MI US","2009-10-23",,"61","43","48"
"USC00201502","CHELSEA, MI US","2009-10-24",,"60","45","43"
"USC00201502","CHELSEA, MI US","2009-10-25",,"47","33","39"
"USC00201502","CHELSEA, MI US","2009-10-26",,"58","39","46"
"USC00201502","CHELSEA, MI US","2009-10-27",,"65","39","48"
"USC00201502","CHELSEA, MI US","2009-10-28",,"56","43","49"
"USC00201502","CHELSEA, MI US","2009-10-29",,"55","38","47"
"USC00201502","CHELSEA, MI US","2009-10-30",,"57","47","54"
"USC00201502","CHELSEA, MI US","2009-10-31",,"68","45","45"
"USC00201502","CHELSEA, MI US","2009-11-01",,"48","37","43"
"USC00201502","CHELSEA, MI US","2009-11-02",,"51","33","41"
"USC00201502","CHELSEA, MI US","2009-11-03",,"55","36","38"
"USC00201502","CHELSEA, MI US","2009-11-04",,"47","28","37"
"USC00201502","CHELSEA, MI US","2009-11-05",,"49","37","42"
"USC00201502","CHELSEA, MI US","2009-11-06",,"49","23","36"
"USC00201502","CHELSEA, MI US","2009-11-07",,"53","36","53"
"USC00201502","CHELSEA, MI US","2009-11-08",,"67","35","43"
"USC00201502","CHELSEA, MI US","2009-11-09",,"67","42","56"
"USC00201502","CHELSEA, MI US","2009-11-10",,"66","44","48"
"USC00201502","CHELSEA, MI US","2009-11-11",,"66","34","40"
"USC00201502","CHELSEA, MI US","2009-11-12",,"53","24","34"
"USC00201502","CHELSEA, MI US","2009-11-13",,"54","29","40"
"USC00201502","CHELSEA, MI US","2009-11-14",,"57","34","46"
"USC00201502","CHELSEA, MI US","2009-11-15",,"66","43","51"
"USC00201502","CHELSEA, MI US","2009-11-16",,"51","40","41"
"USC00201502","CHELSEA, MI US","2009-11-17",,"46","36","39"
"USC00201502","CHELSEA, MI US","2009-11-18",,"49","39","49"
"USC00201502","CHELSEA, MI US","2009-11-19",,"56","45","45"
"USC00201502","CHELSEA, MI US","2009-11-20",,"47","41","43"
"USC00201502","CHELSEA, MI US","2009-11-21",,"47","41","46"
"USC00201502","CHELSEA, MI US","2009-11-22",,"56","29","36"
"USC00201502","CHELSEA, MI US","2009-11-23",,"50","32","43"
"USC00201502","CHELSEA, MI US","2009-11-24",,"50","43","44"
"USC00201502","CHELSEA, MI US","2009-11-25",,"49","44","45"
"USC00201502","CHELSEA, MI US","2009-11-26",,"46","36","37"
"USC00201502","CHELSEA, MI US","2009-11-27",,"39","30","32"
"USC00201502","CHELSEA, MI US","2009-11-28",,"36","26","32"
"USC00201502","CHELSEA, MI US","2009-11-29",,"49","26","35"
"USC00201502","CHELSEA, MI US","2009-11-30",,"48","32","34"
"USC00201502","CHELSEA, MI US","2009-12-01",,"38","33",
"USC00201502","CHELSEA, MI US","2009-12-02",,"49","29","30"
"USC00201502","CHELSEA, MI US","2009-12-03",,"48","30","38"
"USC00201502","CHELSEA, MI US","2009-12-04",,"42","24","25"
"USC00201502","CHELSEA, MI US","2009-12-05",,"30","15","21"
"USC00201502","CHELSEA, MI US","2009-12-06",,"29","21","25"
"USC00201502","CHELSEA, MI US","2009-12-07",,"38","25","27"
"USC00201502","CHELSEA, MI US","2009-12-08",,"33","25","28"
"USC00201502","CHELSEA, MI US","2009-12-09",,"40","28","39"
"USC00201502","CHELSEA, MI US","2009-12-10",,"39","11","12"
"USC00201502","CHELSEA, MI US","2009-12-11",,"17","10","17"
"USC00201502","CHELSEA, MI US","2009-12-12",,"22","7","21"
"USC00201502","CHELSEA, MI US","2009-12-13",,"36","21","33"
"USC00201502","CHELSEA, MI US","2009-12-14",,"36","33","34"
"USC00201502","CHELSEA, MI US","2009-12-15",,"39","31","31"
"USC00201502","CHELSEA, MI US","2009-12-16",,"32","16","18"
"USC00201502","CHELSEA, MI US","2009-12-17",,"25","11","18"
"USC00201502","CHELSEA, MI US","2009-12-18",,"31","18","31"
"USC00201502","CHELSEA, MI US","2009-12-19",,"36","26","27"
"USC00201502","CHELSEA, MI US","2009-12-20",,"30","21","24"
"USC00201502","CHELSEA, MI US","2009-12-21",,"34","24","28"
"USC00201502","CHELSEA, MI US","2009-12-22",,"30","26","26"
"USC00201502","CHELSEA, MI US","2009-12-23",,"31","14","20"
"USC00201502","CHELSEA, MI US","2009-12-24",,"32","20","27"
"USC00201502","CHELSEA, MI US","2009-12-25",,"36","27","36"
"USC00201502","CHELSEA, MI US","2009-12-26",,"40","26","28"
"USC00201502","CHELSEA, MI US","2009-12-27",,"33","24","26"
"USC00201502","CHELSEA, MI US","2009-12-28",,"33","19","20"
"USC00201502","CHELSEA, MI US","2009-12-29",,"29","14","18"
"USC00201502","CHELSEA, MI US","2009-12-30",,"25","7","19"
"USC00201502","CHELSEA, MI US","2009-12-31",,"33","19","33"
"USC00201502","CHELSEA, MI US","2010-01-01",,"34","20","22"
"USC00201502","CHELSEA, MI US","2010-01-02",,"23","8","11"
"USC00201502","CHELSEA, MI US","2010-01-03",,"13","4","9"
"USC00201502","CHELSEA, MI US","2010-01-04",,"21","9","20"
"USC00201502","CHELSEA, MI US","2010-01-05",,"24","20","22"
"USC00201502","CHELSEA, MI US","2010-01-06",,"28","23","26"
"USC00201502","CHELSEA, MI US","2010-01-07",,"28","23","23"
"USC00201502","CHELSEA, MI US","2010-01-08",,"23","19","20"
"USC00201502","CHELSEA, MI US","2010-01-09",,"22","8","14"
"USC00201502","CHELSEA, MI US","2010-01-10",,"23","-4","18"
"USC00201502","CHELSEA, MI US","2010-01-11",,"26","12","17"
"USC00201502","CHELSEA, MI US","2010-01-12",,"24","11","13"
"USC00201502","CHELSEA, MI US","2010-01-13",,"24","13","22"
"USC00201502","CHELSEA, MI US","2010-01-14",,"36","22","28"
"USC00201502","CHELSEA, MI US","2010-01-15",,"42","28","33"
"USC00201502","CHELSEA, MI US","2010-01-16",,"34","28","28"
"USC00201502","CHELSEA, MI US","2010-01-17",,"35","24","25"
"USC00201502","CHELSEA, MI US","2010-01-18",,"34","20","29"
"USC00201502","CHELSEA, MI US","2010-01-19",,"31","29","30"
"USC00201502","CHELSEA, MI US","2010-01-20",,"35","24","25"
"USC00201502","CHELSEA, MI US","2010-01-21",,"31","18","24"
"USC00201502","CHELSEA, MI US","2010-01-22",,"35","28","30"
"USC00201502","CHELSEA, MI US","2010-01-23",,"36","29","33"
"USC00201502","CHELSEA, MI US","2010-01-24",,"39","33","37"
"USC00201502","CHELSEA, MI US","2010-01-25",,"46","30","30"
"USC00201502","CHELSEA, MI US","2010-01-26",,"32","21","22"
"USC00201502","CHELSEA, MI US","2010-01-27",,"26","15","16"
"USC00201502","CHELSEA, MI US","2010-01-28",,"25","13","13"
"USC00201502","CHELSEA, MI US","2010-01-29",,"16","2","11"
"USC00201502","CHELSEA, MI US","2010-01-30",,"19","3","9"
"USC00201502","CHELSEA, MI US","2010-01-31",,"24","8","16"
"USC00201502","CHELSEA, MI US","2010-02-01",,"28","5","15"
"USC00201502","CHELSEA, MI US","2010-02-02",,"26","13","23"
"USC00201502","CHELSEA, MI US","2010-02-03",,"30","23","28"
"USC00201502","CHELSEA, MI US","2010-02-04",,"32","11","15"
"USC00201502","CHELSEA, MI US","2010-02-05",,"32","15","22"
"USC00201502","CHELSEA, MI US","2010-02-06",,"31","18","19"
"USC00201502","CHELSEA, MI US","2010-02-07",,"26","12","18"
"USC00201502","CHELSEA, MI US","2010-02-08",,"27","5","16"
"USC00201502","CHELSEA, MI US","2010-02-09",,"34","17","24"
"USC00201502","CHELSEA, MI US","2010-02-10",,"26","21","21"
"USC00201502","CHELSEA, MI US","2010-02-11",,"25","21","24"
"USC00201502","CHELSEA, MI US","2010-02-12",,"28","19","24"
"USC00201502","CHELSEA, MI US","2010-02-13",,"28","16","21"
"USC00201502","CHELSEA, MI US","2010-02-14",,"30","20","28"
"USC00201502","CHELSEA, MI US","2010-02-15",,"33","24","24"
"USC00201502","CHELSEA, MI US","2010-02-16",,"33","22","24"
"USC00201502","CHELSEA, MI US","2010-02-17",,"30","23","26"
"USC00201502","CHELSEA, MI US","2010-02-18",,"35","26","31"
"USC00201502","CHELSEA, MI US","2010-02-19",,"37","23","28"
"USC00201502","CHELSEA, MI US","2010-02-20",,"38","20","27"
"USC00201502","CHELSEA, MI US","2010-02-21",,"41","27","35"
"USC00201502","CHELSEA, MI US","2010-02-22",,"45","28","29"
"USC00201502","CHELSEA, MI US","2010-02-23",,"31","27","29"
"USC00201502","CHELSEA, MI US","2010-02-24",,"34","16","26"
"USC00201502","CHELSEA, MI US","2010-02-25",,"31","19","19"
"USC00201502","CHELSEA, MI US","2010-02-26",,"26","19","26"
"USC00201502","CHELSEA, MI US","2010-02-27",,"29","26","29"
"USC00201502","CHELSEA, MI US","2010-02-28",,"35","29","33"
"USC00201502","CHELSEA, MI US","2010-03-01",,"40","30","31"
"USC00201502","CHELSEA, MI US","2010-03-02",,"38","19","27"
"USC00201502","CHELSEA, MI US","2010-03-03",,"37","25","28"
"USC00201502","CHELSEA, MI US","2010-03-04",,"37","16","27"
"USC00201502","CHELSEA, MI US","2010-03-05",,"41","12","26"
"USC00201502","CHELSEA, MI US","2010-03-06",,"41","14","32"
"USC00201502","CHELSEA, MI US","2010-03-07",,"45","16","36"
"USC00201502","CHELSEA, MI US","2010-03-08",,"47","19","39"
"USC00201502","CHELSEA, MI US","2010-03-09",,"54","20","37"
"USC00201502","CHELSEA, MI US","2010-03-10",,"56","37","44"
"USC00201502","CHELSEA, MI US","2010-03-11",,"55","33","44"
"USC00201502","CHELSEA, MI US","2010-03-12",,"62","44","47"
"USC00201502","CHELSEA, MI US","2010-03-13",,"56","46","46"
"USC00201502","CHELSEA, MI US","2010-03-14",,"46","37","37"
"USC00201502","CHELSEA, MI US","2010-03-15",,"42","37","39"
"USC00201502","CHELSEA, MI US","2010-03-16",,"54","28","37"
"USC00201502","CHELSEA, MI US","2010-03-17",,"63","25","34"
"USC00201502","CHELSEA, MI US","2010-03-18",,"64","29","48"
"USC00201502","CHELSEA, MI US","2010-03-19",,"63","42","48"
"USC00201502","CHELSEA, MI US","2010-03-20",,"64","36","36"
"USC00201502","CHELSEA, MI US","2010-03-21",,"39","31","33"
"USC00201502","CHELSEA, MI US","2010-03-22",,"51","33","39"
"USC00201502","CHELSEA, MI US","2010-03-23",,"49","36","38"
"USC00201502","CHELSEA, MI US","2010-03-24",,"56","30","39"
"USC00201502","CHELSEA, MI US","2010-03-25",,"58","39","43"
"USC00201502","CHELSEA, MI US","2010-03-26",,"47","20","24"
"USC00201502","CHELSEA, MI US","2010-03-27",,"42","21","31"
"USC00201502","CHELSEA, MI US","2010-03-28",,"49","31","37"
"USC00201502","CHELSEA, MI US","2010-03-29",,"45","33","34"
"USC00201502","CHELSEA, MI US","2010-03-30",,"44","23","32"
"USC00201502","CHELSEA, MI US","2010-03-31",,"59","31","46"
"USC00201502","CHELSEA, MI US","2010-04-01",,"72","46","58"
"USC00201502","CHELSEA, MI US","2010-04-02",,"78","45","63"
"USC00201502","CHELSEA, MI US","2010-04-03",,"78","45","62"
"USC00201502","CHELSEA, MI US","2010-04-04",,"73","32","49"
"USC00201502","CHELSEA, MI US","2010-04-05",,"71","46","58"
"USC00201502","CHELSEA, MI US","2010-04-06",,"73","51","54"
"USC00201502","CHELSEA, MI US","2010-04-07",,"77","54","65"
"USC00201502","CHELSEA, MI US","2010-04-08",,"65","45","45"
"USC00201502","CHELSEA, MI US","2010-04-09",,"45","33","34"
"USC00201502","CHELSEA, MI US","2010-04-10",,"48","25","41"
"USC00201502","CHELSEA, MI US","2010-04-11",,"70","42","48"
"USC00201502","CHELSEA, MI US","2010-04-12",,"66","30","49"
"USC00201502","CHELSEA, MI US","2010-04-13",,"64","42","43"
"USC00201502","CHELSEA, MI US","2010-04-14",,"53","40","46"
"USC00201502","CHELSEA, MI US","2010-04-15",,"68","42","64"
"USC00201502","CHELSEA, MI US","2010-04-16",,"82","62","64"
"USC00201502","CHELSEA, MI US","2010-04-17",,"67","37","40"
"USC00201502","CHELSEA, MI US","2010-04-18",,"46","31","40"
"USC00201502","CHELSEA, MI US","2010-04-19",,"51","29","44"
"USC00201502","CHELSEA, MI US","2010-04-20",,"62","32","49"
"USC00201502","CHELSEA, MI US","2010-04-21",,"64","34","54"
"USC00201502","CHELSEA, MI US","2010-04-22",,"70","34","42"
"USC00201502","CHELSEA, MI US","2010-04-23",,"62","31","49"
"USC00201502","CHELSEA, MI US","2010-04-24",,"66","46","47"
"USC00201502","CHELSEA, MI US","2010-04-25",,"60","47","51"
"USC00201502","CHELSEA, MI US","2010-04-26",,"53","47","50"
"USC00201502","CHELSEA, MI US","2010-04-27",,"63","35","41"
"USC00201502","CHELSEA, MI US","2010-04-28",,"53","29","45"
"USC00201502","CHELSEA, MI US","2010-04-29",,"60","31","51"
"USC00201502","CHELSEA, MI US","2010-04-30",,"65","51","63"
"USC00201502","CHELSEA, MI US","2010-05-01",,"79","63","65"
"USC00201502","CHELSEA, MI US","2010-05-02",,"73","61","65"
"USC00201502","CHELSEA, MI US","2010-05-03",,"75","53","62"
"USC00201502","CHELSEA, MI US","2010-05-04",,"74","46","59"
"USC00201502","CHELSEA, MI US","2010-05-05",,"73","59","66"
"USC00201502","CHELSEA, MI US","2010-05-06",,"75","53","48"
"USC00201502","CHELSEA, MI US","2010-05-07",,"65","48","48"
"USC00201502","CHELSEA, MI US","2010-05-08",,"61","41","41"
"USC00201502","CHELSEA, MI US","2010-05-09",,"49","32","40"
"USC00201502","CHELSEA, MI US","2010-05-10",,"55","31","45"
"USC00201502","CHELSEA, MI US","2010-05-11",,"58","42","42"
"USC00201502","CHELSEA, MI US","2010-05-12",,"46","42","45"
"USC00201502","CHELSEA, MI US","2010-05-13",,"50","45","46"
"USC00201502","CHELSEA, MI US","2010-05-14",,"66","46","56"
"USC00201502","CHELSEA, MI US","2010-05-15",,"67","42","54"
"USC00201502","CHELSEA, MI US","2010-05-16",,"65","42","54"
"USC00201502","CHELSEA, MI US","2010-05-17",,"66","42","56"
"USC00201502","CHELSEA, MI US","2010-05-18",,"68","50","51"
"USC00201502","CHELSEA, MI US","2010-05-19",,"66","40","50"
"USC00201502","CHELSEA, MI US","2010-05-20",,"75","46","65"
"USC00201502","CHELSEA, MI US","2010-05-21",,"80","56","60"
"USC00201502","CHELSEA, MI US","2010-05-22",,"71","59","62"
"USC00201502","CHELSEA, MI US","2010-05-23",,"75","53","71"
"USC00201502","CHELSEA, MI US","2010-05-24",,"83","59","71"
"USC00201502","CHELSEA, MI US","2010-05-25",,"85","58","72"
"USC00201502","CHELSEA, MI US","2010-05-26",,"83","58","74"
"USC00201502","CHELSEA, MI US","2010-05-27",,"88","64","75"
"USC00201502","CHELSEA, MI US","2010-05-28",,"84","61","69"
"USC00201502","CHELSEA, MI US","2010-05-29",,"83","57","72"
"USC00201502","CHELSEA, MI US","2010-05-30",,"85","55","73"
"USC00201502","CHELSEA, MI US","2010-05-31",,"86","59","77"
"USC00201502","CHELSEA, MI US","2010-06-01",,"85","64","67"
"USC00201502","CHELSEA, MI US","2010-06-02",,"81","57","67"
"USC00201502","CHELSEA, MI US","2010-06-03",,"73","60","68"
"USC00201502","CHELSEA, MI US","2010-06-04",,"75","56","66"
"USC00201502","CHELSEA, MI US","2010-06-05",,"81","61","70"
"USC00201502","CHELSEA, MI US","2010-06-06",,"76","58","60"
"USC00201502","CHELSEA, MI US","2010-06-07",,"69","49","57"
"USC00201502","CHELSEA, MI US","2010-06-08",,"70","46","60"
"USC00201502","CHELSEA, MI US","2010-06-09",,"70","56","63"
"USC00201502","CHELSEA, MI US","2010-06-10",,"79","60","66"
"USC00201502","CHELSEA, MI US","2010-06-11",,"76","62","65"
"USC00201502","CHELSEA, MI US","2010-06-12",,"81","66","76"
"USC00201502","CHELSEA, MI US","2010-06-13",,"86","64","65"
"USC00201502","CHELSEA, MI US","2010-06-14",,"74","64","67"
"USC00201502","CHELSEA, MI US","2010-06-15",,"77","63","69"
"USC00201502","CHELSEA, MI US","2010-06-16",,"78","69","71"
"USC00201502","CHELSEA, MI US","2010-06-17",,"78","61","63"
"USC00201502","CHELSEA, MI US","2010-06-18",,"78","55","72"
"USC00201502","CHELSEA, MI US","2010-06-19",,"87","64","73"
"USC00201502","CHELSEA, MI US","2010-06-20",,"82","60","71"
"USC00201502","CHELSEA, MI US","2010-06-21",,"80","58","74"
"USC00201502","CHELSEA, MI US","2010-06-22",,"84","65","72"
"USC00201502","CHELSEA, MI US","2010-06-23",,"85","64","75"
"USC00201502","CHELSEA, MI US","2010-06-24",,"87","67","71"
"USC00201502","CHELSEA, MI US","2010-06-25",,"79","54","67"
"USC00201502","CHELSEA, MI US","2010-06-26",,"81","57","68"
"USC00201502","CHELSEA, MI US","2010-06-27",,"85","63","71"
"USC00201502","CHELSEA, MI US","2010-06-28",,"83","68","76"
"USC00201502","CHELSEA, MI US","2010-06-29",,"82","55","61"
"USC00201502","CHELSEA, MI US","2010-06-30",,"72","46","61"
"USC00201502","CHELSEA, MI US","2010-07-01",,"71","47","61"
"USC00201502","CHELSEA, MI US","2010-07-02",,"75","47","66"
"USC00201502","CHELSEA, MI US","2010-07-03",,"80","50","72"
"USC00201502","CHELSEA, MI US","2010-07-04",,"85","55","77"
"USC00201502","CHELSEA, MI US","2010-07-05",,"90","74","82"
"USC00201502","CHELSEA, MI US","2010-07-06",,"91","64","79"
"USC00201502","CHELSEA, MI US","2010-07-07",,"91","69","82"
"USC00201502","CHELSEA, MI US","2010-07-08",,"92","69","81"
"USC00201502","CHELSEA, MI US","2010-07-09",,"90","71","73"
"USC00201502","CHELSEA, MI US","2010-07-10",,"90","62","75"
"USC00201502","CHELSEA, MI US","2010-07-11",,"87","62","75"
"USC00201502","CHELSEA, MI US","2010-07-12",,"86","67","73"
"USC00201502","CHELSEA, MI US","2010-07-13",,"82","65","72"
"USC00201502","CHELSEA, MI US","2010-07-14",,"82","62","74"
"USC00201502","CHELSEA, MI US","2010-07-15",,"87","67","77"
"USC00201502","CHELSEA, MI US","2010-07-16",,"91","64","74"
"USC00201502","CHELSEA, MI US","2010-07-17",,"85","68","78"
"USC00201502","CHELSEA, MI US","2010-07-18",,"87","61","78"
"USC00201502","CHELSEA, MI US","2010-07-19",,"87","70","71"
"USC00201502","CHELSEA, MI US","2010-07-20",,"82","65","69"
"USC00201502","CHELSEA, MI US","2010-07-21",,"81","65","76"
"USC00201502","CHELSEA, MI US","2010-07-22",,"86","59","74"
"USC00201502","CHELSEA, MI US","2010-07-23",,"82","70","81"
"USC00201502","CHELSEA, MI US","2010-07-24",,"90","70","73"
"USC00201502","CHELSEA, MI US","2010-07-25",,"83","67","70"
"USC00201502","CHELSEA, MI US","2010-07-26",,"79","59","72"
"USC00201502","CHELSEA, MI US","2010-07-27",,"84","59","74"
"USC00201502","CHELSEA, MI US","2010-07-28",,"85","65","81"
"USC00201502","CHELSEA, MI US","2010-07-29",,"89","60","58"
"USC00201502","CHELSEA, MI US","2010-07-30",,"79","58","71"
"USC00201502","CHELSEA, MI US","2010-07-31",,"82","63","69"
"USC00201502","CHELSEA, MI US","2010-08-01",,"76","61","64"
"USC00201502","CHELSEA, MI US","2010-08-02",,"84","60","75"
"USC00201502","CHELSEA, MI US","2010-08-03",,"86","71","76"
"USC00201502","CHELSEA, MI US","2010-08-04",,"85","66","79"
"USC00201502","CHELSEA, MI US","2010-08-05",,"85","67","76"
"USC00201502","CHELSEA, MI US","2010-08-06",,"86","61","70"
"USC00201502","CHELSEA, MI US","2010-08-07",,"80","53","68"
"USC00201502","CHELSEA, MI US","2010-08-08",,"82","61","73"
"USC00201502","CHELSEA, MI US","2010-08-09",,"85","68","75"
"USC00201502","CHELSEA, MI US","2010-08-10",,"80","66","74"
"USC00201502","CHELSEA, MI US","2010-08-11",,"89","65","74"
"USC00201502","CHELSEA, MI US","2010-08-12",,"82","67","73"
"USC00201502","CHELSEA, MI US","2010-08-13",,"84","66","76"
"USC00201502","CHELSEA, MI US","2010-08-14",,"88","67","75"
"USC00201502","CHELSEA, MI US","2010-08-15",,"83","69","78"
"USC00201502","CHELSEA, MI US","2010-08-16",,"87","62","70"
"USC00201502","CHELSEA, MI US","2010-08-17",,"78","57","71"
"USC00201502","CHELSEA, MI US","2010-08-18",,"81","59","62"
"USC00201502","CHELSEA, MI US","2010-08-19",,"80","57","73"
"USC00201502","CHELSEA, MI US","2010-08-20",,"85","65","71"
"USC00201502","CHELSEA, MI US","2010-08-21",,"88","69","73"
"USC00201502","CHELSEA, MI US","2010-08-22",,"73","65","68"
"USC00201502","CHELSEA, MI US","2010-08-23",,"81","64","68"
"USC00201502","CHELSEA, MI US","2010-08-24",,"74","58","68"
"USC00201502","CHELSEA, MI US","2010-08-25",,"77","60","67"
"USC00201502","CHELSEA, MI US","2010-08-26",,"79","49","60"
"USC00201502","CHELSEA, MI US","2010-08-27",,"79","47","61"
"USC00201502","CHELSEA, MI US","2010-08-28",,"79","51","69"
"USC00201502","CHELSEA, MI US","2010-08-29",,"85","53","71"
"USC00201502","CHELSEA, MI US","2010-08-30",,"92","63","78"
"USC00201502","CHELSEA, MI US","2010-08-31",,"91","65","76"
"USC00201502","CHELSEA, MI US","2010-09-01",,"91","65","77"
"USC00201502","CHELSEA, MI US","2010-09-02",,"89","69","70"
"USC00201502","CHELSEA, MI US","2010-09-03",,"89","67","67"
"USC00201502","CHELSEA, MI US","2010-09-04",,"74","53","55"
"USC00201502","CHELSEA, MI US","2010-09-05",,"63","42","53"
"USC00201502","CHELSEA, MI US","2010-09-06",,"71","52","60"
"USC00201502","CHELSEA, MI US","2010-09-07",,"75","59","71"
"USC00201502","CHELSEA, MI US","2010-09-08",,"83","54","56"
"USC00201502","CHELSEA, MI US","2010-09-09",,"67","47","56"
"USC00201502","CHELSEA, MI US","2010-09-10",,"68","42","55"
"USC00201502","CHELSEA, MI US","2010-09-11",,"70","47","59"
"USC00201502","CHELSEA, MI US","2010-09-12",,"65","55","61"
"USC00201502","CHELSEA, MI US","2010-09-13",,"75","52","64"
"USC00201502","CHELSEA, MI US","2010-09-14",,"79","46","57"
"USC00201502","CHELSEA, MI US","2010-09-15",,"73","44","54"
"USC00201502","CHELSEA, MI US","2010-09-16",,"74","54","61"
"USC00201502","CHELSEA, MI US","2010-09-17",,"71","49","54"
"USC00201502","CHELSEA, MI US","2010-09-18",,"66","48","59"
"USC00201502","CHELSEA, MI US","2010-09-19",,"70","52","57"
"USC00201502","CHELSEA, MI US","2010-09-20",,"68","56","58"
"USC00201502","CHELSEA, MI US","2010-09-21",,"69","58","69"
"USC00201502","CHELSEA, MI US","2010-09-22",,"88","64","66"
"USC00201502","CHELSEA, MI US","2010-09-23",,"74","62","66"
"USC00201502","CHELSEA, MI US","2010-09-24",,"88","62","76"
"USC00201502","CHELSEA, MI US","2010-09-25",,"80","52","52"
"USC00201502","CHELSEA, MI US","2010-09-26",,"57","42","47"
"USC00201502","CHELSEA, MI US","2010-09-27",,"55","43","51"
"USC00201502","CHELSEA, MI US","2010-09-28",,"59","50","51"
"USC00201502","CHELSEA, MI US","2010-09-29",,"58","40","48"
"USC00201502","CHELSEA, MI US","2010-09-30",,"72","43","53"
"USC00201502","CHELSEA, MI US","2010-10-01",,"72","43","49"
"USC00201502","CHELSEA, MI US","2010-10-02",,"66","48","48"
"USC00201502","CHELSEA, MI US","2010-10-03",,"51","39","44"
"USC00201502","CHELSEA, MI US","2010-10-04",,"54","43","47"
"USC00201502","CHELSEA, MI US","2010-10-05",,"57","40","44"
"USC00201502","CHELSEA, MI US","2010-10-06",,"64","41","49"
"USC00201502","CHELSEA, MI US","2010-10-07",,"70","46","53"
